frame,x_bz_first,n_bz,n_et
1969,0.6956521739130435,16,7
1970,0.7391304347826086,17,6
1971,0.75,18,6
1972,0.8333333333333334,20,4
1973,0.8695652173913043,20,3
1974,0.8695652173913043,20,3
1975,0.84,21,4
1976,0.8333333333333334,20,4
1977,0.8333333333333334,20,4
1978,0.8260869565217391,19,4
1979,0.782608695652174,18,5
1980,0.8461538461538461,22,4
1981,0.8333333333333334,20,4
1982,0.8,20,5
1983,0.8260869565217391,19,4
1984,0.8333333333333334,20,4
1985,0.8333333333333334,20,4
1986,0.8181818181818182,18,4
1987,0.7916666666666666,19,5
1988,0.8,20,5
1989,0.782608695652174,18,5
1990,0.8,20,5
1991,0.84,21,4
1992,0.8636363636363636,19,3
1993,0.8333333333333334,20,4
1994,0.8461538461538461,22,4
1995,0.8461538461538461,22,4
1996,0.8181818181818182,18,4
1997,0.782608695652174,18,5
1998,0.7391304347826086,17,6
1999,0.782608695652174,18,5
